model,profile_id,repetition,w_low,w_high,delta
Llama 3.1 8B Instruct,P10,3,82,45,37
Llama 3.1 8B Instruct,P10,4,82,45,37
Llama 3.1 8B Instruct,P10,5,82,45,37
Llama 3.1 8B Instruct,P11,1,85,45,40
Llama 3.1 8B Instruct,P11,2,85,45,40
Llama 3.1 8B Instruct,P11,3,85,45,40
Llama 3.1 8B Instruct,P11,4,85,45,40
Llama 3.1 8B Instruct,P11,5,85,45,40
Llama 3.1 8B Instruct,P12,1,85,45,40
Llama 3.1 8B Instruct,P12,2,85,45,40
Llama 3.1 8B Instruct,P12,3,85,45,40
Llama 3.1 8B Instruct,P12,4,85,45,40
Llama 3.1 8B Instruct,P12,5,85,45,40
Llama 3.1 8B Instruct,P13,1,82,45,37
Llama 3.1 8B Instruct,P13,2,82,45,37
Llama 3.1 8B Instruct,P13,3,82,45,37
Llama 3.1 8B Instruct,P13,4,82,45,37
Llama 3.1 8B Instruct,P13,5,82,45,37
Llama 3.1 8B Instruct,P14,1,82,45,37
Llama 3.1 8B Instruct,P14,2,82,45,37
Llama 3.1 8B Instruct,P14,3,82,45,37
Llama 3.1 8B Instruct,P14,4,82,45,37
Llama 3.1 8B Instruct,P14,5,82,45,37
Llama 3.1 8B Instruct,P15,1,85,62,23
Llama 3.1 8B Instruct,P15,2,85,62,23
Llama 3.1 8B Instruct,P15,3,85,62,23
Llama 3.1 8B Instruct,P15,4,85,62,23
Llama 3.1 8B Instruct,P15,5,85,62,23
Llama 3.1 8B Instruct,P16,1,82,45,37
Llama 3.1 8B Instruct,P16,2,82,45,37
Llama 3.1 8B Instruct,P16,3,82,45,37
Llama 3.1 8B Instruct,P16,4,82,45,37
Llama 3.1 8B Instruct,P16,5,82,45,37
Llama 3.1 8B Instruct,P17,1,85,45,40
Llama 3.1 8B Instruct,P17,2,85,45,40
Llama 3.1 8B Instruct,P17,3,85,45,40
Llama 3.1 8B Instruct,P17,4,85,45,40
Llama 3.1 8B Instruct,P17,5,85,45,40
Llama 3.1 8B Instruct,P18,1,85,45,40
Llama 3.1 8B Instruct,P18,2,85,45,40
Llama 3.1 8B Instruct,P18,3,85,45,40
Llama 3.1 8B Instruct,P18,4,85,45,40
Llama 3.1 8B Instruct,P18,5,85,45,40
Llama 3.1 8B Instruct,P19,1,85,45,40
Llama 3.1 8B Instruct,P19,2,82,45,37
Llama 3.1 8B Instruct,P19,3,85,45,40
Llama 3.1 8B Instruct,P19,4,85,45,40
Llama 3.1 8B Instruct,P19,5,85,45,40
Llama 3.1 8B Instruct,P20,1,85,45,40
Llama 3.1 8B Instruct,P20,2,85,45,40
Llama 3.1 8B Instruct,P20,3,85,45,40
Llama 3.1 8B Instruct,P20,4,85,45,40
Llama 3.1 8B Instruct,P20,5,85,45,40
Llama 3.1 8B Instruct,P21,1,85,45,40
Llama 3.1 8B Instruct,P21,2,85,45,40
Llama 3.1 8B Instruct,P21,3,85,45,40
Llama 3.1 8B Instruct,P21,4,85,45,40
Llama 3.1 8B Instruct,P21,5,85,45,40
Llama 3.1 8B Instruct,P22,1,85,45,40
Llama 3.1 8B Instruct,P22,2,85,45,40
Llama 3.1 8B Instruct,P22,3,85,45,40
Llama 3.1 8B Instruct,P22,4,85,45,40
Llama 3.1 8B Instruct,P22,5,85,45,40
Llama 3.1 8B Instruct,P23,1,85,45,40
Llama 3.1 8B Instruct,P23,2,85,45,40
Llama 3.1 8B Instruct,P23,3,85,45,40
Llama 3.1 8B Instruct,P23,4,85,45,40
Llama 3.1 8B Instruct,P23,5,85,45,40
Llama 3.1 8B Instruct,P24,1,85,62,23
Llama 3.1 8B Instruct,P24,2,85,62,23
Llama 3.1 8B Instruct,P24,3,85,62,23
Llama 3.1 8B Instruct,P24,4,85,62,23
Llama 3.1 8B Instruct,P24,5,85,62,23
Llama 3.1 8B Instruct,P25,1,85,45,40
Llama 3.1 8B Instruct,P25,2,85,45,40
Llama 3.1 8B Instruct,P25,3,85,45,40
Llama 3.1 8B Instruct,P25,4,85,45,40
Llama 3.1 8B Instruct,P25,5,85,45,40
Llama 3.1 8B Instruct,P26,1,85,45,40
Llama 3.1 8B Instruct,P26,2,85,45,40
Llama 3.1 8B Instruct,P26,3,85,45,40
Llama 3.1 8B Instruct,P26,4,85,45,40
Llama 3.1 8B Instruct,P26,5,85,45,40
Llama 3.1 8B Instruct,P27,1,85,45,40
Llama 3.1 8B Instruct,P27,2,85,60,25
Llama 3.1 8B Instruct,P27,3,85,60,25
Llama 3.1 8B Instruct,P27,4,85,45,40
Llama 3.1 8B Instruct,P27,5,85,45,40
Mistral Large,P01,1,65,40,25
Mistral Large,P01,2,65,40,25
Mistral Large,P01,3,65,45,20
Mistral Large,P01,4,65,40,25
Mistral Large,P01,5,65,40,25
Mistral Large,P02,1,75,45,30
Mistral Large,P02,2,75,45,30
Mistral Large,P02,3,75,40,35
Mistral Large,P02,4,78,45,33
Mistral Large,P02,5,75,45,30
Mistral Large,P03,1,68,45,23
Mistral Large,P03,2,65,45,20
Mistral Large,P03,3,70,45,25
Mistral Large,P03,4,68,45,23
Mistral Large,P03,5,75,45,30
Mistral Large,P04,1,65,45,20
Mistral Large,P04,2,65,45,20
Mistral Large,P04,3,65,45,20
Mistral Large,P04,4,65,45,20
Mistral Large,P04,5,65,45,20
Mistral Large,P05,1,75,50,25
Mistral Large,P05,2,75,45,30
Mistral Large,P05,3,75,50,25
Mistral Large,P05,4,75,50,25
Mistral Large,P05,5,75,45,30
Mistral Large,P06,1,70,55,15
Mistral Large,P06,2,68,55,13
Mistral Large,P06,3,68,55,13
Mistral Large,P06,4,68,55,13
Mistral Large,P06,5,70,55,15
Mistral Large,P07,1,65,45,20
Mistral Large,P07,2,65,45,20
Mistral Large,P07,3,65,45,20
Mistral Large,P07,4,65,45,20
Mistral Large,P07,5,65,45,20
Mistral Large,P08,1,75,50,25
Mistral Large,P08,2,75,50,25
Mistral Large,P08,3,75,45,30
Mistral Large,P08,4,75,45,30
Mistral Large,P08,5,75,45,30
Mistral Large,P09,1,65,55,10
Mistral Large,P09,2,65,55,10
Mistral Large,P09,3,68,55,13
Mistral Large,P09,4,68,55,13
Mistral Large,P09,5,65,55,10
Mistral Large,P10,1,68,45,23
Mistral Large,P10,2,68,45,23
Mistral Large,P10,3,68,45,23
Mistral Large,P10,4,68,45,23
Mistral Large,P10,5,68,45,23
Mistral Large,P11,1,75,45,30
Mistral Large,P11,2,78,45,33
Mistral Large,P11,3,78,45,33
Mistral Large,P11,4,78,45,33
Mistral Large,P11,5,78,45,33
Mistral Large,P12,1,75,50,25
Mistral Large,P12,2,75,55,20
Mistral Large,P12,3,75,55,20
Mistral Large,P12,4,75,50,25
Mistral Large,P12,5,75,55,20
Mistral Large,P13,1,68,50,18
Mistral Large,P13,2,68,50,18
Mistral Large,P13,3,68,50,18
Mistral Large,P13,4,68,50,18
Mistral Large,P13,5,68,45,23
Mistral Large,P14,1,78,50,28
Mistral Large,P14,2,75,55,20
Mistral Large,P14,3,78,50,28
Mistral Large,P14,4,75,50,25
Mistral Large,P14,5,75,55,20
Mistral Large,P15,1,75,55,20
Mistral Large,P15,2,70,55,15
Mistral Large,P15,3,70,55,15
Mistral Large,P15,4,70,55,15
Mistral Large,P15,5,70,55,15
Mistral Large,P16,1,68,50,18
Mistral Large,P16,2,68,45,23
Mistral Large,P16,3,68,45,23
Mistral Large,P16,4,68,45,23
Mistral Large,P16,5,68,45,23
Mistral Large,P17,1,78,55,23
Mistral Large,P17,2,75,55,20
Mistral Large,P17,3,75,55,20
Mistral Large,P17,4,75,55,20
Mistral Large,P17,5,75,55,20
Mistral Large,P18,1,70,55,15
Mistral Large,P18,2,70,55,15
Mistral Large,P18,3,70,55,15
Mistral Large,P18,4,70,55,15
Mistral Large,P18,5,70,55,15
Mistral Large,P19,1,68,45,23
Mistral Large,P19,2,65,45,20
Mistral Large,P19,3,68,45,23
Mistral Large,P19,4,68,45,23
Mistral Large,P19,5,68,45,23
Mistral Large,P20,1,75,50,25
Mistral Large,P20,2,78,50,28
Mistral Large,P20,3,75,50,25
Mistral Large,P20,4,75,50,25
Mistral Large,P20,5,75,50,25
Mistral Large,P21,1,75,55,20
Mistral Large,P21,2,75,55,20
Mistral Large,P21,3,75,55,20
Mistral Large,P21,4,75,55,20
Mistral Large,P21,5,75,55,20
Mistral Large,P22,1,65,55,10
Mistral Large,P22,2,68,50,18
Mistral Large,P22,3,65,55,10
Mistral Large,P22,4,65,50,15
Mistral Large,P22,5,68,55,13
Mistral Large,P23,1,78,55,23
Mistral Large,P23,2,75,55,20
Mistral Large,P23,3,75,55,20
Mistral Large,P23,4,75,55,20
Mistral Large,P23,5,75,55,20
Mistral Large,P24,1,75,55,20
Mistral Large,P24,2,75,55,20
Mistral Large,P24,3,75,55,20
Mistral Large,P24,4,70,55,15
Mistral Large,P24,5,75,55,20
Mistral Large,P25,1,68,55,13
Mistral Large,P25,2,68,55,13
Mistral Large,P25,3,68,55,13
Mistral Large,P25,4,68,55,13
Mistral Large,P25,5,68,55,13
Mistral Large,P26,1,75,55,20
Mistral Large,P26,2,75,55,20
Mistral Large,P26,3,75,55,20
Mistral Large,P26,4,75,55,20
Mistral Large,P26,5,75,55,20
Mistral Large,P27,1,75,55,20
Mistral Large,P27,2,70,55,15
Mistral Large,P27,3,70,55,15
Mistral Large,P27,4,68,55,13
Mistral Large,P27,5,70,55,15
Cohere Command R+,P01,1,65,30,35
Cohere Command R+,P01,2,65,30,35
Cohere Command R+,P01,3,65,35,30
Cohere Command R+,P01,4,65,35,30
Cohere Command R+,P01,5,75,35,40
Cohere Command R+,P02,1,75,30,45
Cohere Command R+,P02,2,75,30,45
Cohere Command R+,P02,3,75,45,30
Cohere Command R+,P02,4,75,30,45
Cohere Command R+,P02,5,75,30,45
Cohere Command R+,P03,1,75,45,30
Cohere Command R+,P03,2,75,45,30
Cohere Command R+,P03,3,75,45,30
Cohere Command R+,P03,4,75,45,30
Cohere Command R+,P03,5,75,45,30
Cohere Command R+,P04,1,65,45,20
Cohere Command R+,P04,2,65,45,20
Cohere Command R+,P04,3,75,45,30
Cohere Command R+,P04,4,75,45,30
Cohere Command R+,P04,5,75,45,30
Cohere Command R+,P05,1,75,45,30
Cohere Command R+,P05,2,75,45,30
Cohere Command R+,P05,3,75,45,30
Cohere Command R+,P05,4,75,45,30
Cohere Command R+,P05,5,75,45,30
Cohere Command R+,P06,1,75,45,30
Cohere Command R+,P06,2,75,45,30
Cohere Command R+,P06,3,75,55,20
Cohere Command R+,P06,4,75,55,20
Cohere Command R+,P06,5,75,55,20
Cohere Command R+,P07,1,65,45,20
Cohere Command R+,P07,2,65,45,20
Cohere Command R+,P07,3,65,45,20
Cohere Command R+,P07,4,65,45,20
Cohere Command R+,P07,5,65,45,20
Cohere Command R+,P08,1,75,45,30
Cohere Command R+,P08,2,75,45,30
Cohere Command R+,P08,3,75,45,30
Cohere Command R+,P08,4,75,45,30
Cohere Command R+,P08,5,75,45,30
Cohere Command R+,P09,1,75,45,30
Cohere Command R+,P09,2,75,45,30
Cohere Command R+,P09,3,75,50,25
Cohere Command R+,P09,4,75,45,30
Cohere Command R+,P09,5,75,50,25
Cohere Command R+,P10,2,75,35,40
Cohere Command R+,P10,3,75,45,30
Cohere Command R+,P10,4,75,45,30
Cohere Command R+,P10,5,75,45,30
Cohere Command R+,P11,1,75,45,30
Cohere Command R+,P11,2,75,35,40
Cohere Command R+,P11,3,75,45,30
Cohere Command R+,P11,4,75,45,30
Cohere Command R+,P11,5,75,45,30
Cohere Command R+,P12,1,75,45,30
Cohere Command R+,P12,2,75,45,30
Cohere Command R+,P12,3,75,45,30
Cohere Command R+,P12,4,75,45,30
Cohere Command R+,P12,5,75,45,30
Cohere Command R+,P13,1,75,45,30
Cohere Command R+,P13,2,75,45,30
Cohere Command R+,P13,3,75,45,30
Cohere Command R+,P13,4,75,45,30
Cohere Command R+,P13,5,75,45,30
Cohere Command R+,P14,1,75,45,30
Cohere Command R+,P14,2,75,45,30
Cohere Command R+,P14,3,75,45,30
Cohere Command R+,P14,4,75,45,30
Cohere Command R+,P14,5,75,45,30
Cohere Command R+,P15,1,75,55,20
Cohere Command R+,P15,2,75,55,20
Cohere Command R+,P15,3,75,55,20
Cohere Command R+,P15,4,75,45,30
Cohere Command R+,P15,5,75,45,30
Cohere Command R+,P16,1,75,45,30
Cohere Command R+,P16,2,75,45,30
Cohere Command R+,P16,3,75,45,30
Cohere Command R+,P16,4,75,45,30
Cohere Command R+,P16,5,75,45,30
Cohere Command R+,P17,1,75,45,30
Cohere Command R+,P17,2,75,45,30
Cohere Command R+,P17,3,75,55,20
Cohere Command R+,P17,4,75,55,20
Cohere Command R+,P17,5,75,45,30
Cohere Command R+,P18,1,75,55,20
Cohere Command R+,P18,2,75,45,30
Cohere Command R+,P18,3,75,55,20
Cohere Command R+,P18,4,75,55,20
Cohere Command R+,P18,5,75,55,20
Cohere Command R+,P19,1,75,45,30
Cohere Command R+,P19,2,75,45,30
Cohere Command R+,P19,3,75,45,30
Cohere Command R+,P19,4,75,35,40
Cohere Command R+,P19,5,75,45,30
Cohere Command R+,P20,1,75,45,30
Cohere Command R+,P20,2,75,45,30
Cohere Command R+,P20,3,75,45,30
Cohere Command R+,P20,4,75,45,30
Cohere Command R+,P20,5,75,45,30
Cohere Command R+,P21,1,75,45,30
Cohere Command R+,P21,2,75,45,30
Cohere Command R+,P21,3,75,45,30
Cohere Command R+,P21,4,75,45,30
Cohere Command R+,P21,5,75,45,30
Cohere Command R+,P22,1,75,45,30
Cohere Command R+,P22,2,75,45,30
Cohere Command R+,P22,3,75,45,30
Cohere Command R+,P22,4,75,45,30
Cohere Command R+,P22,5,75,45,30
Cohere Command R+,P23,1,85,45,40
Cohere Command R+,P23,2,75,45,30
Cohere Command R+,P23,3,85,45,40
Cohere Command R+,P23,4,75,45,30
Cohere Command R+,P23,5,85,50,35
Cohere Command R+,P24,1,75,55,20
Cohere Command R+,P24,2,75,55,20
Cohere Command R+,P24,3,75,55,20
Cohere Command R+,P24,4,85,55,30
Cohere Command R+,P24,5,75,55,20
Cohere Command R+,P25,1,75,45,30
Cohere Command R+,P25,2,75,45,30
Cohere Command R+,P25,3,75,45,30
Cohere Command R+,P25,4,75,45,30
Cohere Command R+,P25,5,75,45,30
Cohere Command R+,P26,1,85,45,40
Cohere Command R+,P26,2,85,45,40
Cohere Command R+,P26,3,85,45,40
Cohere Command R+,P26,4,85,45,40
Cohere Command R+,P26,5,85,55,30
Cohere Command R+,P27,1,85,45,40
Cohere Command R+,P27,2,75,55,20
Cohere Command R+,P27,3,80,55,25
Cohere Command R+,P27,4,85,55,30
Cohere Command R+,P27,5,85,55,30
Kimi K2.6,P01,1,78,32,46
Kimi K2.6,P01,2,78,28,50
Kimi K2.6,P01,3,78,32,46
Kimi K2.6,P01,4,78,32,46
Kimi K2.6,P01,5,78,32,46
Kimi K2.6,P02,1,78,32,46
Kimi K2.6,P02,2,78,32,46
Kimi K2.6,P02,3,78,32,46
Kimi K2.6,P02,4,78,32,46
Kimi K2.6,P02,5,78,32,46
Kimi K2.6,P03,1,78,32,46
Kimi K2.6,P03,2,78,32,46
Kimi K2.6,P03,3,78,32,46
Kimi K2.6,P03,4,78,42,36
Kimi K2.6,P03,5,78,42,36
Kimi K2.6,P04,1,78,32,46
Kimi K2.6,P04,2,78,42,36
Kimi K2.6,P04,3,78,42,36
Kimi K2.6,P04,4,68,38,30
Kimi K2.6,P04,5,68,38,30
Kimi K2.6,P05,1,78,32,46
Kimi K2.6,P05,2,78,32,46
Kimi K2.6,P05,3,78,32,46
Kimi K2.6,P05,4,78,32,46
Kimi K2.6,P05,5,78,32,46
Kimi K2.6,P06,1,78,38,40
Kimi K2.6,P06,2,78,42,36
Kimi K2.6,P06,3,78,38,40
Kimi K2.6,P06,4,78,42,36
Kimi K2.6,P06,5,78,45,33
Kimi K2.6,P07,1,68,35,33
Kimi K2.6,P07,2,62,42,20
Kimi K2.6,P07,3,68,45,23
Kimi K2.6,P07,4,62,42,20
Kimi K2.6,P07,5,68,38,30
Kimi K2.6,P08,1,75,32,43
Kimi K2.6,P08,2,78,38,40
Kimi K2.6,P08,3,78,32,46
Kimi K2.6,P08,4,78,38,40
Kimi K2.6,P08,5,78,32,46
Kimi K2.6,P09,1,78,45,33
Kimi K2.6,P09,2,78,38,40
Kimi K2.6,P09,3,78,38,40
Kimi K2.6,P09,4,68,42,26
Kimi K2.6,P09,5,78,42,36
Kimi K2.6,P10,1,78,32,46
Kimi K2.6,P10,2,78,32,46
Kimi K2.6,P10,3,78,32,46
Kimi K2.6,P10,4,78,32,46
Kimi K2.6,P10,5,78,32,46
Kimi K2.6,P11,1,78,32,46
Kimi K2.6,P11,2,78,32,46
Kimi K2.6,P11,3,78,32,46
Kimi K2.6,P11,4,78,28,50
Kimi K2.6,P11,5,78,32,46
Kimi K2.6,P12,1,78,42,36
Kimi K2.6,P12,2,78,42,36
Kimi K2.6,P12,3,78,42,36
Kimi K2.6,P12,4,78,42,36
Kimi K2.6,P12,5,78,42,36
Kimi K2.6,P13,1,78,42,36
Kimi K2.6,P13,2,78,42,36
Kimi K2.6,P13,3,78,42,36
Kimi K2.6,P13,4,68,42,26
Kimi K2.6,P13,5,78,42,36
Kimi K2.6,P14,1,78,42,36
Kimi K2.6,P14,2,78,42,36
Kimi K2.6,P14,3,78,42,36
Kimi K2.6,P14,4,78,42,36
Kimi K2.6,P14,5,78,42,36
Kimi K2.6,P15,1,78,45,33
Kimi K2.6,P15,2,78,45,33
Kimi K2.6,P15,3,78,42,36
Kimi K2.6,P15,4,78,42,36
Kimi K2.6,P15,5,78,42,36
Kimi K2.6,P16,1,78,42,36
Kimi K2.6,P16,2,68,42,26
Kimi K2.6,P16,3,68,42,26
Kimi K2.6,P16,4,78,42,36
Kimi K2.6,P16,5,78,42,36
Kimi K2.6,P17,1,78,42,36
Kimi K2.6,P17,2,78,42,36
Kimi K2.6,P17,3,78,42,36
Kimi K2.6,P17,4,78,42,36
Kimi K2.6,P17,5,78,42,36
Kimi K2.6,P18,1,78,42,36
Kimi K2.6,P18,2,78,52,26
Kimi K2.6,P18,3,78,45,33
Kimi K2.6,P18,4,78,42,36
Kimi K2.6,P18,5,78,45,33
Kimi K2.6,P19,1,78,42,36
Kimi K2.6,P19,2,78,42,36
Kimi K2.6,P19,4,78,32,46
Kimi K2.6,P19,5,78,32,46
Kimi K2.6,P20,1,78,32,46
Kimi K2.6,P20,2,78,32,46
Kimi K2.6,P20,3,78,32,46
Kimi K2.6,P20,4,78,32,46
Kimi K2.6,P20,5,78,32,46
Kimi K2.6,P21,1,78,42,36
Kimi K2.6,P21,2,78,42,36
Kimi K2.6,P21,3,78,45,33
Kimi K2.6,P21,4,78,38,40
Kimi K2.6,P21,5,78,42,36
Kimi K2.6,P22,1,78,42,36
Kimi K2.6,P22,2,78,52,26
Kimi K2.6,P22,3,78,42,36
Kimi K2.6,P22,4,78,45,33
Kimi K2.6,P22,5,78,45,33
Kimi K2.6,P23,1,78,42,36
Kimi K2.6,P23,2,78,42,36
Kimi K2.6,P23,3,78,42,36
Kimi K2.6,P23,4,78,42,36
Kimi K2.6,P23,5,78,42,36
Kimi K2.6,P24,1,78,48,30
Kimi K2.6,P24,2,78,45,33
Kimi K2.6,P24,3,78,45,33
Kimi K2.6,P24,4,78,48,30
Kimi K2.6,P24,5,78,45,33
Kimi K2.6,P25,1,78,45,33
Kimi K2.6,P25,2,78,45,33
Kimi K2.6,P25,3,78,45,33
Kimi K2.6,P25,4,78,45,33
Kimi K2.6,P25,5,78,45,33
Kimi K2.6,P26,1,78,45,33
Kimi K2.6,P26,2,78,45,33
Kimi K2.6,P26,3,78,45,33
Kimi K2.6,P26,4,78,42,36
Kimi K2.6,P26,5,78,42,36
Kimi K2.6,P27,1,78,52,26
Kimi K2.6,P27,2,78,45,33
Kimi K2.6,P27,3,78,45,33
Kimi K2.6,P27,4,78,45,33
Kimi K2.6,P27,5,78,45,33
